n0,n1,1-Pi0,Effect,S0,S1,Power bonf,Power SD bonf,FDR bonf,FDR SD bonf,Accuracy bonf,Accuracy SD bonf,TPR bonf,TPR SD bonf,FPR bonf,FPR SD bonf,F1 bonf,F1 SD bonf,Power holm,Power SD holm,FDR holm,FDR SD holm,Accuracy holm,Accuracy SD holm,TPR holm,TPR SD holm,FPR holm,FPR SD holm,F1 holm,F1 SD holm,Power sg,Power SD sg,FDR sg,FDR SD sg,Accuracy sg,Accuracy SD sg,TPR sg,TPR SD sg,FPR sg,FPR SD sg,F1 sg,F1 SD sg,Power bh,Power SD bh,FDR bh,FDR SD bh,Accuracy bh,Accuracy SD bh,TPR bh,TPR SD bh,FPR bh,FPR SD bh,F1 bh,F1 SD bh,Power by,Power SD by,FDR by,FDR SD by,Accuracy by,Accuracy SD by,TPR by,TPR SD by,FPR by,FPR SD by,F1 by,F1 SD by,Power Q,Power SD Q,FDR Q,FDR SD Q,Accuracy Q,Accuracy SD Q,TPR Q,TPR SD Q,FPR Q,FPR SD Q,F1 Q,F1 SD Q
15,5,0.25,0.5,0.5,0.5,0.002773333,0.001092683,0.039563492,0.07055396,0.501368889,0.000549945,0.002773333,0.001092683,3.56E-05,5.90E-05,0.005528407,0.00217351,0.002773333,0.001092683,0.039563492,0.07055396,0.501368889,0.000549945,0.002773333,0.001092683,3.56E-05,5.90E-05,0.005528407,0.00217351,0.1742,0.003667151,0.197974217,0.016883755,0.579933333,0.002444768,0.1742,0.003667151,0.014333333,0.001222384,0.286230693,0.006025553,0.033248,0.006859336,0.098096355,0.033223386,0.516021333,0.003355008,0.033248,0.006859336,0.001205333,0.000493124,0.064041467,0.012756312,0.00228,0.001587115,0.009325397,0.02890363,0.501133333,0.000785988,0.00228,0.001587115,1.33E-05,4.00E-05,0.004544298,0.003157604,0.043173333,0.007454705,0.116243222,0.036459916,0.520644444,0.003681438,0.043173333,0.007454705,0.001884444,0.000652047,0.082226202,0.013558387
15,5,0.25,0.5,0.5,1,0.001093333,0.000652653,0.41046398,0.255820038,0.500411111,0.000322988,0.001093333,0.000652653,0.000271111,0.000205072,0.002181508,0.001300299,0.001093333,0.000652653,0.41046398,0.255820038,0.500411111,0.000322988,0.001093333,0.000652653,0.000271111,0.000205072,0.002181508,0.001300299,0.103746667,0.004752524,0.522344997,0.021880868,0.532964444,0.00316835,0.103746667,0.004752524,0.037817778,0.001584175,0.17046774,0.007808946,0.004224,0.001781972,0.422191969,0.127532743,0.501565333,0.000782843,0.004224,0.001781972,0.001093333,0.000609262,0.008375679,0.003510167,0.000813333,0.000803216,0.284365079,0.316510842,0.500308889,0.000356312,0.000813333,0.000803216,0.000195556,0.000230255,0.001622542,0.001600357,0.004346667,0.001742744,0.45947619,0.134889336,0.501513333,0.000781859,0.004346667,0.001742744,0.00132,0.000715832,0.008612595,0.003427273
15,5,0.25,0.5,1,0.5,0.000213333,0.000224697,0.033333333,0.179505494,0.500104444,0.000115063,0.000213333,0.000224697,4.44E-06,2.39E-05,0.000426475,0.000449159,0.000213333,0.000224697,0.033333333,0.179505494,0.500104444,0.000115063,0.000213333,0.000224697,4.44E-06,2.39E-05,0.000426475,0.000449159,0.158,0.0041774,0.272559853,0.019232963,0.569133333,0.002784933,0.158,0.0041774,0.019733333,0.001392467,0.259612225,0.006863949,0.000816,0.00112274,0.01030303,0.049463606,0.500404,0.000554001,0.000816,0.00112274,8.00E-06,3.17E-05,0.00162802,0.00223713,0,0,0,0,0.5,0,0,0,0,0,0,0,0.00132,0.001486472,0.034419192,0.086015532,0.500646667,0.000727889,0.00132,0.001486472,2.67E-05,5.33E-05,0.00263164,0.00295832
15,5,0.25,0.5,1,1,0.000426667,0.000412257,0.15,0.283333333,0.500195556,0.000207227,0.000426667,0.000412257,3.56E-05,5.90E-05,0.000852534,0.000823552,0.000426667,0.000412257,0.15,0.283333333,0.500195556,0.000207227,0.000426667,0.000412257,3.56E-05,5.90E-05,0.000852534,0.000823552,0.10396,0.005213674,0.521362799,0.024004025,0.533106667,0.003475783,0.10396,0.005213674,0.037746667,0.001737891,0.170818271,0.008566668,0.000904,0.000879309,0.207031746,0.271282473,0.500402667,0.000407477,0.000904,0.000879309,9.87E-05,0.000115655,0.001803928,0.001752797,6.67E-05,0.000149071,0,0,0.500033333,7.45E-05,6.67E-05,0.000149071,0,0,0.00013328,0.000298023,0.001133333,0.001012368,0.209470899,0.198545768,0.500495556,0.0004637,0.001133333,0.001012368,0.000142222,0.000157512,0.002260532,0.002017077
15,5,0.25,1,0.5,0.5,0.04476,0.00383298,0.002397038,0.003992266,0.522362222,0.001918385,0.04476,0.00383298,3.56E-05,5.90E-05,0.085650318,0.007020808,0.044973333,0.003928268,0.002386671,0.003975182,0.522468889,0.001966044,0.044973333,0.003928268,3.56E-05,5.90E-05,0.086039816,0.007191874,0.214026667,0.001277219,0.01461019,0.005880383,0.606484444,0.000851479,0.214026667,0.001277219,0.001057778,0.00042574,0.351670501,0.002098618,0.59056,0.01421751,0.053219563,0.005780823,0.789744,0.007016544,0.59056,0.01421751,0.011072,0.001285809,0.727295047,0.011012639,0.177333333,0.011647871,0.012244266,0.005304416,0.588304444,0.005874709,0.177333333,0.011647871,0.000724444,0.000303429,0.300527839,0.016937602,0.6644,0.013232284,0.065045861,0.005672148,0.824491111,0.006467273,0.6644,0.013232284,0.015417778,0.001490507,0.776708966,0.009176815
15,5,0.25,1,0.5,1,0.00572,0.00139006,0.127644507,0.100144508,0.502724444,0.000726989,0.00572,0.00139006,0.000271111,0.000205072,0.011362368,0.002745997,0.00572,0.00139006,0.127644507,0.100144508,0.502724444,0.000726989,0.00572,0.00139006,0.000271111,0.000205072,0.011362368,0.002745997,0.169026667,0.004119137,0.221792511,0.018964719,0.576484444,0.002746091,0.169026667,0.004119137,0.016057778,0.001373046,0.27773031,0.006768217,0.035384,0.00598997,0.183395846,0.048025746,0.516358667,0.002907856,0.035384,0.00598997,0.002666667,0.000854998,0.067755036,0.011041423,0.007586667,0.002033016,0.153030788,0.076965464,0.503568889,0.001018457,0.007586667,0.002033016,0.000448889,0.000237227,0.015030819,0.003998326,0.043826667,0.007326797,0.193738841,0.048825497,0.520164444,0.003614364,0.043826667,0.007326797,0.003497778,0.000969877,0.08303963,0.013276843
15,5,0.25,1,1,0.5,0.007733333,0.001522571,0.002380952,0.012821821,0.503864444,0.000765068,0.007733333,0.001522571,4.44E-06,2.39E-05,0.015343311,0.002996551,0.007733333,0.001522571,0.002380952,0.012821821,0.503864444,0.000765068,0.007733333,0.001522571,4.44E-06,2.39E-05,0.015343311,0.002996551,0.21348,0.000986036,0.017127072,0.00453976,0.60612,0.000657357,0.21348,0.000986036,0.00124,0.000328679,0.350772264,0.001620171,0.372944,0.016474321,0.035978566,0.005122514,0.684149333,0.008108844,0.372944,0.016474321,0.004645333,0.00072901,0.537604782,0.017183335,0.0288,0.010283968,0.003043631,0.006008769,0.514384444,0.005134882,0.0288,0.010283968,3.11E-05,5.64E-05,0.055788171,0.019360772,0.449186667,0.014018838,0.047902704,0.006117656,0.72082,0.006803292,0.449186667,0.014018838,0.007546667,0.001080795,0.6102497,0.01275428
15,5,0.25,1,1,1,0.002773333,0.001092683,0.039563492,0.07055396,0.501368889,0.000549945,0.002773333,0.001092683,3.56E-05,5.90E-05,0.005528407,0.00217351,0.002773333,0.001092683,0.039563492,0.07055396,0.501368889,0.000549945,0.002773333,0.001092683,3.56E-05,5.90E-05,0.005528407,0.00217351,0.1742,0.003667151,0.197974217,0.016883755,0.579933333,0.002444768,0.1742,0.003667151,0.014333333,0.001222384,0.286230693,0.006025553,0.033248,0.006859336,0.098096355,0.033223386,0.516021333,0.003355008,0.033248,0.006859336,0.001205333,0.000493124,0.064041467,0.012756312,0.00228,0.001587115,0.009325397,0.02890363,0.501133333,0.000785988,0.00228,0.001587115,1.33E-05,4.00E-05,0.004544298,0.003157604,0.043173333,0.007454705,0.116243222,0.036459916,0.520644444,0.003681438,0.043173333,0.007454705,0.001884444,0.000652047,0.082226202,0.013558387
15,5,0.25,1.5,0.5,0.5,0.16252,0.007186023,0.000661027,0.001097685,0.581242222,0.00359615,0.16252,0.007186023,3.56E-05,5.90E-05,0.279508237,0.010642072,0.16428,0.007452713,0.000736359,0.001126135,0.58212,0.003730332,0.16428,0.007452713,4.00E-05,6.11E-05,0.282100822,0.011011762,0.216946667,0.000282528,0.00116636,0.001300775,0.608431111,0.000188352,0.216946667,0.000282528,8.44E-05,9.42E-05,0.356468397,0.000464227,0.945016,0.005043941,0.048726165,0.004499595,0.964437333,0.002713298,0.945016,0.005043941,0.016141333,0.001556386,0.948124369,0.003635047,0.575226667,0.010107124,0.009401321,0.003228206,0.786702222,0.005035775,0.575226667,0.010107124,0.001822222,0.000630422,0.72776415,0.008127607,0.965906667,0.0044908,0.061712547,0.004622076,0.97236,0.002147219,0.965906667,0.0044908,0.021186667,0.001716965,0.951883092,0.002797656
15,5,0.25,1.5,0.5,1,0.015986667,0.002252071,0.049168487,0.037148826,0.507857778,0.001157869,0.015986667,0.002252071,0.000271111,0.000205072,0.031436114,0.004363465,0.016,0.00225566,0.049904967,0.03737581,0.507862222,0.001160451,0.016,0.00225566,0.000275556,0.000206368,0.031461504,0.004370599,0.1964,0.003049809,0.095764273,0.014041477,0.594733333,0.002033206,0.1964,0.003049809,0.006933333,0.001016603,0.322707854,0.005011188,0.184536,0.014589993,0.09424658,0.013369928,0.589065333,0.007124287,0.184536,0.014589993,0.006405333,0.001075285,0.306336846,0.020412532,0.032866667,0.005352715,0.068051491,0.033008872,0.51604,0.002706021,0.032866667,0.005352715,0.000786667,0.000372936,0.063446175,0.010019688,0.24216,0.016485824,0.099717739,0.011599975,0.616602222,0.00796376,0.24216,0.016485824,0.008955556,0.001315022,0.381353621,0.020572615
15,5,0.25,1.5,1,0.5,0.071973333,0.005431693,0.000178253,0.000959922,0.535984444,0.00271488,0.071973333,0.005431693,4.44E-06,2.39E-05,0.134232428,0.009433222,0.072586667,0.005419701,0.000176367,0.000949765,0.536291111,0.002708805,0.072586667,0.005419701,4.44E-06,2.39E-05,0.13529956,0.00940383,0.21704,0.00022151,0.000736648,0.001019843,0.608493333,0.000147673,0.21704,0.00022151,5.33E-05,7.38E-05,0.356621755,0.000363966,0.895464,0.006242876,0.035956298,0.003654134,0.942162667,0.003038601,0.895464,0.006242876,0.011138667,0.001191439,0.928472525,0.003497255,0.51944,0.01008529,0.003478213,0.001561255,0.759417778,0.005046889,0.51944,0.01008529,0.000604444,0.000270491,0.682853091,0.008721973,0.923546667,0.006785658,0.048436903,0.004017457,0.953933333,0.003131678,0.923546667,0.006785658,0.01568,0.001424276,0.937323029,0.003280222
15,5,0.25,1.5,1,1,0.013866667,0.001723046,0.008036909,0.013462486,0.506915556,0.000870408,0.013866667,0.001723046,3.56E-05,5.90E-05,0.027345617,0.003352938,0.01388,0.00173482,0.008036909,0.013462486,0.506922222,0.00087637,0.01388,0.00173482,3.56E-05,5.90E-05,0.027371481,0.003375803,0.204666667,0.002557777,0.057704113,0.011776136,0.600244444,0.001705185,0.204666667,0.002557777,0.004177778,0.000852592,0.336290941,0.004202722,0.246056,0.013096811,0.064503056,0.01023016,0.6202,0.006503661,0.246056,0.013096811,0.005656,0.000947733,0.389455068,0.016612822,0.04224,0.006993788,0.015201927,0.009619994,0.521015556,0.003513221,0.04224,0.006993788,0.000208889,0.000127347,0.080922479,0.012849095,0.30112,0.015611756,0.075815514,0.00972301,0.64644,0.007678823,0.30112,0.015611756,0.00824,0.001202171,0.454012396,0.017989687
15,15,0.25,0.5,0.5,0.5,0.01016,0.002180153,0.002232143,0.008371776,0.505075556,0.001087264,0.01016,0.002180153,8.89E-06,3.33E-05,0.020105799,0.0042727,0.01016,0.002180153,0.002232143,0.008371776,0.505075556,0.001087264,0.01016,0.002180153,8.89E-06,3.33E-05,0.020105799,0.0042727,0.214253333,0.001266947,0.013566605,0.005833091,0.606635556,0.000844632,0.214253333,0.001266947,0.000982222,0.000422316,0.35204294,0.002081741,0.392888,0.016774894,0.033832002,0.006250031,0.694145333,0.008240083,0.392888,0.016774894,0.004597333,0.000925391,0.558393813,0.016787456,0.048146667,0.009958036,0.003454065,0.004785483,0.524046667,0.004980619,0.048146667,0.009958036,5.33E-05,7.38E-05,0.091683847,0.018147388,0.462013333,0.015529236,0.045709755,0.005798474,0.727313333,0.007601933,0.462013333,0.015529236,0.007386667,0.001036576,0.622432319,0.014067152
15,15,0.25,0.5,0.5,1,0.00088,0.000569444,0.016666667,0.062360956,0.500435556,0.000282703,0.00088,0.000569444,8.89E-06,3.33E-05,0.001757742,0.001136678,0.00088,0.000569444,0.016666667,0.062360956,0.500435556,0.000282703,0.00088,0.000569444,8.89E-06,3.33E-05,0.001757742,0.001136678,0.182986667,0.003368455,0.157519951,0.01550854,0.585791111,0.002245637,0.182986667,0.003368455,0.011404444,0.001122818,0.3006682,0.00553476,0.010992,0.006187078,0.036613299,0.038025507,0.505408,0.003027185,0.010992,0.006187078,0.000176,0.000220609,0.021654992,0.01206848,0.0002,0.00032249,0.016666667,0.089752747,0.500097778,0.000160308,0.0002,0.00032249,4.44E-06,2.39E-05,0.000399702,0.000644399,0.018133333,0.009947775,0.054202187,0.039522795,0.508873333,0.004865703,0.018133333,0.009947775,0.000386667,0.000300814,0.035381134,0.019139073
15,15,0.25,0.5,1,0.5,0.001026667,0.000642357,0.011111111,0.059835165,0.500511111,0.000322184,0.001026667,0.000642357,4.44E-06,2.39E-05,0.002050384,0.001281533,0.001026667,0.000642357,0.011111111,0.059835165,0.500511111,0.000322184,0.001026667,0.000642357,4.44E-06,2.39E-05,0.002050384,0.001281533,0.181786667,0.003302901,0.163044813,0.015206727,0.584991111,0.002201934,0.181786667,0.003302901,0.011804444,0.001100967,0.298696462,0.005427047,0.011944,0.005944818,0.03734175,0.033892591,0.505886667,0.002927183,0.011944,0.005944818,0.000170667,0.000164471,0.023523082,0.011560273,0.000173333,0.000382041,0,0,0.500086667,0.000191021,0.000173333,0.000382041,0,0,0.000346315,0.00076276,0.01992,0.007320765,0.054779954,0.032449407,0.509768889,0.003614364,0.01992,0.007320765,0.000382222,0.000235346,0.038913709,0.014003506
15,15,0.25,0.5,1,1,0.000253333,0.000334398,0.05,0.197905701,0.500122222,0.000168728,0.000253333,0.000334398,8.89E-06,3.33E-05,0.000506304,0.000668204,0.000253333,0.000334398,0.05,0.197905701,0.500122222,0.000168728,0.000253333,0.000334398,8.89E-06,3.33E-05,0.000506304,0.000668204,0.156333333,0.003241536,0.280233272,0.014924199,0.568022222,0.002161024,0.156333333,0.003241536,0.020288889,0.001080512,0.256873699,0.005326218,0.00104,0.00132906,0.025416667,0.090646789,0.500512,0.000656379,0.00104,0.00132906,1.60E-05,5.09E-05,0.00207409,0.002646172,1.33E-05,7.18E-05,0,0,0.500006667,3.59E-05,1.33E-05,7.18E-05,0,0,2.67E-05,0.000143547,0.00156,0.001919305,0.052602149,0.128041127,0.50076,0.000938967,0.00156,0.001919305,4.00E-05,7.81E-05,0.00310697,0.003816034
15,15,0.25,1,0.5,0.5,0.446613333,0.009991321,6.10E-05,0.000228325,0.723302222,0.00500014,0.446613333,0.009991321,8.89E-06,3.33E-05,0.617383715,0.009503716,0.461426667,0.0107066,5.89E-05,0.000220554,0.730708889,0.005357238,0.461426667,0.0107066,8.89E-06,3.33E-05,0.631389777,0.009983051,0.2172,0,0,0,0.6086,2.22E-16,0.2172,0,0,0,0.356884653,1.67E-16,0.995872,0.001206489,0.036295477,0.003542053,0.991682667,0.000954387,0.995872,0.001206489,0.012506667,0.001263505,0.979521021,0.002032094,0.95412,0.004627051,0.003324962,0.001289286,0.976528889,0.002248287,0.95412,0.004627051,0.001062222,0.000415241,0.974926169,0.002282182,0.997266667,0.000864613,0.048658818,0.004042229,0.990128889,0.000859101,0.997266667,0.000864613,0.017008889,0.001483812,0.973758177,0.002161319
15,15,0.25,1,0.5,1,0.035973333,0.004031785,0.000730364,0.00273631,0.517982222,0.002015711,0.035973333,0.004031785,8.89E-06,3.33E-05,0.069417366,0.007506547,0.036213333,0.004043409,0.000723278,0.002711379,0.518102222,0.002021348,0.036213333,0.004043409,8.89E-06,3.33E-05,0.069864338,0.007524808,0.216426667,0.000592696,0.003560467,0.002728804,0.608084444,0.000395131,0.216426667,0.000592696,0.000257778,0.000197565,0.355613977,0.000973868,0.71496,0.009914837,0.036765286,0.004721539,0.852926667,0.004771326,0.71496,0.009914837,0.009106667,0.001255955,0.820681848,0.006294207,0.266173333,0.017052604,0.004493142,0.002745944,0.632886667,0.008523886,0.266173333,0.017052604,0.0004,0.000243432,0.41975551,0.02108445,0.76776,0.010304484,0.048504829,0.006254596,0.877344444,0.004622075,0.76776,0.010304484,0.013071111,0.001882625,0.849742206,0.005318496
15,15,0.25,1,1,0.5,0.037013333,0.003398405,0.000387597,0.002087273,0.518504444,0.001701214,0.037013333,0.003398405,4.44E-06,2.39E-05,0.071362974,0.006307241,0.037253333,0.003520202,0.000387597,0.002087273,0.518624444,0.001762194,0.037253333,0.003520202,4.44E-06,2.39E-05,0.071807724,0.006530651,0.216493333,0.000553132,0.00325353,0.002546651,0.608128889,0.000368755,0.216493333,0.000553132,0.000235556,0.000184377,0.355723518,0.00090886,0.714032,0.012123852,0.037486218,0.004965756,0.852376,0.005905293,0.714032,0.012123852,0.00928,0.001316966,0.819790002,0.007850375,0.268253333,0.01337958,0.004639612,0.002331666,0.633917778,0.006676053,0.268253333,0.01337958,0.000417778,0.000214257,0.422434677,0.016572444,0.766186667,0.010695661,0.050097153,0.005460597,0.876353333,0.005253433,0.766186667,0.010695661,0.01348,0.001584125,0.848160392,0.006759754
15,15,0.25,1,1,1,0.01016,0.002180153,0.002232143,0.008371776,0.505075556,0.001087264,0.01016,0.002180153,8.89E-06,3.33E-05,0.020105799,0.0042727,0.01016,0.002180153,0.002232143,0.008371776,0.505075556,0.001087264,0.01016,0.002180153,8.89E-06,3.33E-05,0.020105799,0.0042727,0.214253333,0.001266947,0.013566605,0.005833091,0.606635556,0.000844632,0.214253333,0.001266947,0.000982222,0.000422316,0.35204294,0.002081741,0.392888,0.016774894,0.033832002,0.006250031,0.694145333,0.008240083,0.392888,0.016774894,0.004597333,0.000925391,0.558393813,0.016787456,0.048146667,0.009958036,0.003454065,0.004785483,0.524046667,0.004980619,0.048146667,0.009958036,5.33E-05,7.38E-05,0.091683847,0.018147388,0.462013333,0.015529236,0.045709755,0.005798474,0.727313333,0.007601933,0.462013333,0.015529236,0.007386667,0.001036576,0.622432319,0.014067152
15,15,0.25,1.5,0.5,0.5,0.977053333,0.002621925,2.72E-05,0.00010196,0.988522222,0.001309123,0.977053333,0.002621925,8.89E-06,3.33E-05,0.988378393,0.001336819,0.982026667,0.002424175,2.71E-05,0.000101441,0.991008889,0.001210048,0.982026667,0.002424175,8.89E-06,3.33E-05,0.990917001,0.001229003,0.2172,0,0,0,0.6086,2.22E-16,0.2172,0,0,0,0.356884653,1.67E-16,1,0,0.036284095,0.003514151,0.993722667,0.000630817,1,0,0.012554667,0.001261635,0.981519475,0.001822864,0.999986667,7.18E-05,0.003347312,0.001224586,0.999433333,0.000218242,0.999986667,7.18E-05,0.00112,0.000411105,0.998316528,0.000625341,1,0,0.048652588,0.004075888,0.991473333,0.00075018,1,0,0.017053333,0.00150036,0.975062713,0.002140256
15,15,0.25,1.5,0.5,1,0.284933333,0.010657996,9.57E-05,0.000358289,0.642462222,0.005331831,0.284933333,0.010657996,8.89E-06,3.33E-05,0.443382798,0.012923157,0.292333333,0.010742108,9.30E-05,0.000348049,0.646162222,0.005373534,0.292333333,0.010742108,8.89E-06,3.33E-05,0.452295446,0.012876711,0.217173333,9.98E-05,0.000122775,0.000459381,0.608582222,6.65E-05,0.217173333,9.98E-05,8.89E-06,3.33E-05,0.356840837,0.000163946,0.988376,0.001810918,0.03678801,0.004214093,0.987893333,0.001217648,0.988376,0.001810918,0.012589333,0.001495258,0.97562663,0.00240903,0.890813333,0.006794102,0.003978416,0.001209696,0.944813333,0.003387358,0.890813333,0.006794102,0.001186667,0.000363277,0.940469996,0.003810283,0.992146667,0.001574745,0.048901006,0.005776362,0.987564444,0.001080978,0.992146667,0.001574745,0.017017778,0.00212177,0.971178172,0.002850049
15,15,0.25,1.5,1,0.5,0.286386667,0.007145336,4.64E-05,0.000250008,0.643191111,0.003572559,0.286386667,0.007145336,4.44E-06,2.39E-05,0.445204882,0.008644739,0.294053333,0.007135065,4.54E-05,0.000244225,0.647024444,0.003567694,0.294053333,0.007135065,4.44E-06,2.39E-05,0.45441695,0.008528065,0.217186667,7.18E-05,6.14E-05,0.000330581,0.608591111,4.79E-05,0.217186667,7.18E-05,4.44E-06,2.39E-05,0.356862745,0.000117979,0.988128,0.002295652,0.03744188,0.004173449,0.987654667,0.00134215,0.988128,0.002295652,0.012818667,0.001485218,0.975169486,0.002397941,0.89192,0.005750733,0.004005356,0.001107547,0.945362222,0.002909177,0.89192,0.005750733,0.001195556,0.000331074,0.941079288,0.003336189,0.992146667,0.001657253,0.049745875,0.005367012,0.987411111,0.001213514,0.992146667,0.001657253,0.017324444,0.001974934,0.970739762,0.002838515
15,15,0.25,1.5,1,1,0.109333333,0.005533253,0.000239378,0.000895673,0.554662222,0.002765337,0.109333333,0.005533253,8.89E-06,3.33E-05,0.197065671,0.009004393,0.110746667,0.005693255,0.000234742,0.000878323,0.555368889,0.00284476,0.110746667,0.005693255,8.89E-06,3.33E-05,0.199357137,0.009245671,0.21712,0.000190438,0.000368324,0.000876787,0.608546667,0.000126959,0.21712,0.000190438,2.67E-05,6.35E-05,0.356753204,0.000312912,0.909616,0.006161537,0.036209424,0.004079099,0.949109333,0.003090135,0.909616,0.006161537,0.011397333,0.001334197,0.935904551,0.003726265,0.627,0.012031403,0.003348378,0.001513039,0.813148889,0.006022198,0.627,0.012031403,0.000702222,0.000315399,0.769680617,0.009057836,0.929693333,0.00716412,0.048819381,0.004307386,0.956888889,0.003376096,0.929693333,0.00716412,0.015915556,0.001512215,0.940290601,0.003640187
